region_code,line_code,station_code,region_hex,line_hex,station_hex,operator_name,line_name,station_name,remarks,source_name,source_url,fetched_at
0,0,240,00,00,F0,北海道旅客鉄道,-,札幌市内,旧 000-235,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=000,2026-07-15T08:46:36Z
0,0,241,00,00,F1,東日本旅客鉄道,-,仙台市内,旧 000-234,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=000,2026-07-15T08:46:36Z
0,0,242,00,00,F2,東日本旅客鉄道,-,東京都区内,旧 000-170,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=000,2026-07-15T08:46:36Z
0,0,243,00,00,F3,東日本旅客鉄道,-,東京山手線内,旧 000-171,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=000,2026-07-15T08:46:36Z
0,0,244,00,00,F4,東日本旅客鉄道,-,横浜市内,旧 000-172,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=000,2026-07-15T08:46:36Z
0,0,246,00,00,F6,東海旅客鉄道,-,名古屋市内,旧 000-186,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=000,2026-07-15T08:46:36Z
0,0,247,00,00,F7,西日本旅客鉄道,-,京都市内,旧 000-202,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=000,2026-07-15T08:46:36Z
0,0,248,00,00,F8,西日本旅客鉄道,-,大阪市内,旧 000-203,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=000,2026-07-15T08:46:36Z
0,0,249,00,00,F9,西日本旅客鉄道,-,神戸市内,旧 000-204,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=000,2026-07-15T08:46:36Z
0,0,250,00,00,FA,西日本旅客鉄道,-,大阪・新大阪,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=000,2026-07-15T08:46:36Z
0,0,251,00,00,FB,西日本旅客鉄道,-,広島市内,旧 000-218,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=000,2026-07-15T08:46:36Z
0,0,253,00,00,FD,九州旅客鉄道,-,福岡市内,旧 000-220,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=000,2026-07-15T08:46:36Z
0,0,254,00,00,FE,九州旅客鉄道,-,北九州市内,旧 000-219,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=000,2026-07-15T08:46:36Z
0,1,1,00,01,01,東日本旅客鉄道,東海道線,東京,連絡駅 127-001,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,2,00,01,02,東日本旅客鉄道,東海道線,有楽町,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,3,00,01,03,東日本旅客鉄道,東海道線,新橋,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,4,00,01,04,東日本旅客鉄道,東海道線,浜松町,連絡駅 127-003,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,5,00,01,05,東日本旅客鉄道,東海道線,田町,旧 001-006,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,6,00,01,06,東日本旅客鉄道,東海道線,高輪ゲートウェイ,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,7,00,01,07,東日本旅客鉄道,東海道線,品川,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,8,00,01,08,東日本旅客鉄道,東海道線,大井町,連絡駅 127-005,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,9,00,01,09,東日本旅客鉄道,東海道線,大森,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,11,00,01,0B,東日本旅客鉄道,東海道線,蒲田,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,13,00,01,0D,東日本旅客鉄道,東海道線,川崎,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,14,00,01,0E,東日本旅客鉄道,東海道線,鶴見,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,16,00,01,10,東日本旅客鉄道,東海道線,新子安,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,17,00,01,11,東日本旅客鉄道,東海道線,東神奈川,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,18,00,01,12,東日本旅客鉄道,東海道線,横浜,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,20,00,01,14,東日本旅客鉄道,東海道線,保土ケ谷,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,21,00,01,15,東日本旅客鉄道,東海道線,東戸塚,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,22,00,01,16,東日本旅客鉄道,東海道線,戸塚,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,24,00,01,18,東日本旅客鉄道,東海道線,大船,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,25,00,01,19,東日本旅客鉄道,東海道線,藤沢,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,26,00,01,1A,東日本旅客鉄道,東海道線,辻堂,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,27,00,01,1B,東日本旅客鉄道,東海道線,茅ケ崎,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,29,00,01,1D,東日本旅客鉄道,東海道線,平塚,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,30,00,01,1E,東日本旅客鉄道,東海道線,大磯,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,32,00,01,20,東日本旅客鉄道,東海道線,二宮,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,33,00,01,21,東日本旅客鉄道,東海道線,国府津,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,34,00,01,22,東日本旅客鉄道,東海道線,鴨宮,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,35,00,01,23,東日本旅客鉄道,東海道線,小田原,連絡駅 127-011,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,37,00,01,25,東日本旅客鉄道,東海道線,早川,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,38,00,01,26,東日本旅客鉄道,東海道線,根府川,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,40,00,01,28,東日本旅客鉄道,東海道線,真鶴,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,41,00,01,29,東日本旅客鉄道,東海道線,湯河原,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,43,00,01,2B,東日本旅客鉄道、東海旅客鉄道,東海道線,熱海,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,51,00,01,33,東海旅客鉄道,東海道線,函南,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,53,00,01,35,東海旅客鉄道,東海道線,三島,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,55,00,01,37,東海旅客鉄道,東海道線,沼津,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,56,00,01,38,東海旅客鉄道,東海道線,片浜,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,57,00,01,39,東海旅客鉄道,東海道線,原,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,59,00,01,3B,東海旅客鉄道,東海道線,東田子の浦,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,60,00,01,3C,東海旅客鉄道,東海道線,吉原,連絡駅 128-167,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,62,00,01,3E,東海旅客鉄道,東海道線,富士,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,64,00,01,40,東海旅客鉄道,東海道線,富士川,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,65,00,01,41,東海旅客鉄道,東海道線,新蒲原,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,66,00,01,42,東海旅客鉄道,東海道線,蒲原,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,67,00,01,43,東海旅客鉄道,東海道線,由比,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,69,00,01,45,東海旅客鉄道,東海道線,興津,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,71,00,01,47,東海旅客鉄道,東海道線,清水,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,73,00,01,49,東海旅客鉄道,東海道線,草薙,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,75,00,01,4B,東海旅客鉄道,東海道線,東静岡,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,76,00,01,4C,東海旅客鉄道,東海道線,静岡,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,78,00,01,4E,東海旅客鉄道,東海道線,安倍川,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,79,00,01,4F,東海旅客鉄道,東海道線,用宗,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,81,00,01,51,東海旅客鉄道,東海道線,焼津,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,82,00,01,52,東海旅客鉄道,東海道線,西焼津,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,83,00,01,53,東海旅客鉄道,東海道線,藤枝,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,85,00,01,55,東海旅客鉄道,東海道線,六合,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,86,00,01,56,東海旅客鉄道,東海道線,島田,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,88,00,01,58,東海旅客鉄道,東海道線,金谷,連絡駅 128-168,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,90,00,01,5A,東海旅客鉄道,東海道線,菊川,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,92,00,01,5C,東海旅客鉄道,東海道線,掛川,連絡駅 128-171,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,93,00,01,5D,東海旅客鉄道,東海道線,愛野,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,94,00,01,5E,東海旅客鉄道,東海道線,袋井,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,95,00,01,5F,東海旅客鉄道,東海道線,御厨,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,96,00,01,60,東海旅客鉄道,東海道線,磐田,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,97,00,01,61,東海旅客鉄道,東海道線,豊田町,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,98,00,01,62,東海旅客鉄道,東海道線,天竜川,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,100,00,01,64,東海旅客鉄道,東海道線,浜松,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,102,00,01,66,東海旅客鉄道,東海道線,高塚,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,104,00,01,68,東海旅客鉄道,東海道線,舞阪,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,105,00,01,69,東海旅客鉄道,東海道線,弁天島,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,106,00,01,6A,東海旅客鉄道,東海道線,新居町,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,107,00,01,6B,東海旅客鉄道,東海道線,鷲津,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,109,00,01,6D,東海旅客鉄道,東海道線,新所原,連絡駅 128-172,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,110,00,01,6E,東海旅客鉄道,東海道線,二川,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,112,00,01,70,東海旅客鉄道,東海道線,豊橋,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,114,00,01,72,東海旅客鉄道,東海道線,西小坂井,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,115,00,01,73,東海旅客鉄道,東海道線,愛知御津,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,116,00,01,74,東海旅客鉄道,東海道線,三河大塚,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,117,00,01,75,東海旅客鉄道,東海道線,三河三谷,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,118,00,01,76,東海旅客鉄道,東海道線,蒲郡,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,119,00,01,77,東海旅客鉄道,東海道線,三河塩津,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,120,00,01,78,東海旅客鉄道,東海道線,三ケ根,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,121,00,01,79,東海旅客鉄道,東海道線,幸田,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,122,00,01,7A,東海旅客鉄道,東海道線,相見,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,124,00,01,7C,東海旅客鉄道,東海道線,岡崎,連絡駅 128-214,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,125,00,01,7D,東海旅客鉄道,東海道線,西岡崎,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,126,00,01,7E,東海旅客鉄道,東海道線,安城,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,127,00,01,7F,東海旅客鉄道,東海道線,三河安城,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,128,00,01,80,東海旅客鉄道,東海道線,東刈谷,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,129,00,01,81,東海旅客鉄道,東海道線,野田新町,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,130,00,01,82,東海旅客鉄道,東海道線,刈谷,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,131,00,01,83,東海旅客鉄道,東海道線,逢妻,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,132,00,01,84,東海旅客鉄道,東海道線,大府,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,134,00,01,86,東海旅客鉄道,東海道線,共和,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,135,00,01,87,東海旅客鉄道,東海道線,南大高,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,136,00,01,88,東海旅客鉄道,東海道線,大高,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,138,00,01,8A,東海旅客鉄道,東海道線,笠寺,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,140,00,01,8C,東海旅客鉄道,東海道線,熱田,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,141,00,01,8D,東海旅客鉄道,東海道線,金山,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,142,00,01,8E,東海旅客鉄道,東海道線,尾頭橋,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,144,00,01,90,東海旅客鉄道,東海道線,名古屋,連絡駅 128-182、旧 001-120,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,146,00,01,92,東海旅客鉄道,東海道線,枇杷島,連絡駅 128-183,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,148,00,01,94,東海旅客鉄道,東海道線,清洲,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,150,00,01,96,東海旅客鉄道,東海道線,稲沢,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,153,00,01,99,東海旅客鉄道,東海道線,尾張一宮,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,155,00,01,9B,東海旅客鉄道,東海道線,木曽川,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,158,00,01,9E,東海旅客鉄道,東海道線,岐阜,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,159,00,01,9F,東海旅客鉄道,東海道線,西岐阜,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,161,00,01,A1,東海旅客鉄道,東海道線,穂積,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,163,00,01,A3,東海旅客鉄道,東海道線,大垣,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,166,00,01,A6,東海旅客鉄道,東海道線,垂井,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,168,00,01,A8,東海旅客鉄道,東海道線,関ケ原,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,170,00,01,AA,東海旅客鉄道,東海道線,柏原,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,171,00,01,AB,東海旅客鉄道,東海道線,近江長岡,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,173,00,01,AD,東海旅客鉄道,東海道線,醒ケ井,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,175,00,01,AF,東海旅客鉄道、西日本旅客鉄道,東海道線,米原,連絡駅 128-189,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,177,00,01,B1,西日本旅客鉄道,東海道線,彦根,連絡駅 128-007,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,178,00,01,B2,西日本旅客鉄道,東海道線,南彦根,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,179,00,01,B3,西日本旅客鉄道,東海道線,河瀬,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,181,00,01,B5,西日本旅客鉄道,東海道線,稲枝,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,182,00,01,B6,西日本旅客鉄道,東海道線,能登川,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,184,00,01,B8,西日本旅客鉄道,東海道線,安土,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,186,00,01,BA,西日本旅客鉄道,東海道線,近江八幡,連絡駅 128-008,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,188,00,01,BC,西日本旅客鉄道,東海道線,篠原,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,190,00,01,BE,西日本旅客鉄道,東海道線,野洲,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,192,00,01,C0,西日本旅客鉄道,東海道線,守山,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,193,00,01,C1,西日本旅客鉄道,東海道線,栗東,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,194,00,01,C2,西日本旅客鉄道,東海道線,草津,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,195,00,01,C3,西日本旅客鉄道,東海道線,南草津,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,197,00,01,C5,西日本旅客鉄道,東海道線,瀬田,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,198,00,01,C6,西日本旅客鉄道,東海道線,石山,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,199,00,01,C7,西日本旅客鉄道,東海道線,膳所,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,200,00,01,C8,西日本旅客鉄道,東海道線,大津,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,202,00,01,CA,西日本旅客鉄道,東海道線,山科,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,204,00,01,CC,西日本旅客鉄道,東海道線,京都,旧 001-170,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,205,00,01,CD,西日本旅客鉄道,東海道線,西大路,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,207,00,01,CF,西日本旅客鉄道,東海道線,桂川,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
0,1,208,00,01,D0,西日本旅客鉄道,東海道線,向日町,,Yoiko 自動改札機の研究,https://ja.ysrl.org/atc/code.php?region=0&line=001,2026-07-15T08:46:36Z
